Id,Id_especie,Nombre,Descripcion,Imagen,Background,Target,Orden
35,2,Api-Aba Balance®,"Productos diseñados para explotaciones semi-tecnificadas. Los productos están formulados para mejorar la eficiencia y producción de leche; pueden ser adaptados a diferentes niveles de producción, ajustándose a una gran diversidad de forrajes y a la calidad de los mismos. ",Content/img/rumiantes/apiaba-gana-leche-balance-40.png,Content/img/bg-ganado-carne.jpg,MVZ|PROD|DIST,3
36,1,Malta Balance®,"Desarrollada específicamente con el objetivo de mejorar la rentabilidad de tu negocio, garantiza el óptimo desempeño de la producción con programas de alimentación que promueven el máximo aprovechamiento del potencial genético de cada raza.",Content/img/rumiantes/malta-gana-carne-40.png,Content/img/bg-ganado-carne.jpg,MVZ|PROD|DIST,4
40,3,Malta®,"Desarrollada específicamente con el objetivo de mejorar la rentabilidad de tu negocio, garantiza el óptimo desempeño de la producción con programas de alimentación que promueven el máximo aprovechamiento del potencial genético de cada raza.",Content/img/rumiantes/malta-ovinos-ganador-40.png,Content/img/bg-borregos.jpg,MVZ|PROD|DIST,2
42,1,Malta Premium®,Diseñada para cubrir los requerimientos nutricionales del ganado de carne en sus ciclos de engorda para lograr excelentes ganancias de peso.,Content/img/rumiantes/malta-beef-40.png,Content/img/bg-ganado-carne.jpg,MVZ|PROD|DIST,3
43,17,Pet´s Joy®,"Elaborados con ingredientes de la más alta calidad, ofreciendo un sistema de beneficios que garantizan la salud y bienestar de tu mascota  recomendado para todas las razas y edades.",Content/img/perro/pets-joy-huesitos.png,Content/img/bg-perros.jpg,MVZ|PROD|DIST,5
45,7,Súper Premium,Preiniciador para pollo de engorda de alto desempeño.,Content/img/pollo/genesa-5.png,Content/img/bg-pollo-engorda.jpg,MVZ|PROD|DIST,1
46,0,Golden egg®,"Desarrollada específicamente con el objetivo de mejorar la rentabilidad de tu negocio, garantiza el óptimo desempeño de la producción con programas de alimentación que promueven el máximo aprovechamiento del potencial genético de cada especie.",Content/img/pollo/golden-egg-5.png,Content/img/bg-aves-postura.jpg,MVZ|PROD|DIST,2
47,6,Api-Aba Balance®,Línea de alimentos que cubre los requerimientos nutricionales en producciones de baja escala.,Content/img/pollo/apiaba-pone-oro-balance-40.png,Content/img/bg-aves-postura.jpg,MVZ|PROD|DIST,3
48,6,Malta Balance®,Línea de alimentos que cubre los requerimientos nutricionales en producciones de baja escala.,Content/img/pollo/malta-pone-oro-40.png,Content/img/bg-aves-postura.jpg,MVZ|PROD|DIST,7
49,11,Caballo Ganador®,"Línea Económica de Nutrición Equina elaborada a base de granos rolados (cebada, avena y maíz) que aporta los nutrientes necesarios para satisfacer las necesidades básicas de alimentación de los caballos con baja actividad y con poco desgaste físico.",Content/img/caballo/caballo-ganador-40.png,Content/img/bg-caballos.jpg,MVZ|PROD|DIST,3
50,4,Malta®,"Desarrollada específicamente con el objetivo de mejorar la rentabilidad de tu negocio, garantiza el óptimo desempeño de la producción con programas de alimentación que promueven el máximo aprovechamiento del potencial genético de cada raza.",Content/img/rumiantes/malta-caprinos-ganador-40.png,Content/img/bg-cabras.jpg,MVZ|PROD|DIST,2
51,8,Gallo de Oro®,"El portafolio más completo para aves de combate, formulado especialmente para cada una de las etapas de la vida de tu gallo.",Content/img/gallos/gallo-de-oro-5.png,Content/img/bg-gallos.jpg,MVZ|PROD|DIST,2
53,9,Pavo Ganador®,Programa de alimentación para cubirir las necesidades nutricionales del pavo. ,Content/img/pavo/malta-pavo-ganador-40.png,Content/img/bg-pavos.jpg,MVZ|PROD|DIST,2
54,12,Conejo Ganador®,Línea de alimentos que cubre los requerimientos nutricionales de los conejos en producciones de baja escala.,Content/img/conejo/malta-conejo-ganador-40.png,Content/img/bg-conejos.jpg,MVZ|PROD|DIST,2
55,1,Api-Aba Balance®,"Desarrollada específicamente con el objetivo de mejorar la rentabilidad de tu negocio, garantiza el óptimo desempeño de la producción con programas de alimentación que promueven el máximo aprovechamiento del potencial genético de cada raza.",Content/img/rumiantes/apiaba-gana-carne-balance-40.png,Content/img/bg-ganado-carne.jpg,MVZ|PROD|DIST,2
56,2,Malta Balance®,"Productos diseñados para explotaciones semi-tecnificadas. Los productos están formulados para mejorar la eficiencia y producción de leche; pueden ser adaptados a diferentes niveles de producción, ajustándose a una gran diversidad de forrajes y a la calidad de los mismos.",Content/img/rumiantes/malta-gana-leche-40.png,Content/img/bg-ganado-carne.jpg,MVZ|PROD|DIST,6
57,5,Malta Balance®,Línea de alimentos que cubre los requerimientos nutricionales en producciones de baja escala.,Content/img/cerdo/malta-superpork-40.png,Content/img/bg-cerdos.jpg,MVZ|PROD|DIST,7
58,6,Malta Premium®,Línea de alimentos que mejora la rentabilidad de tu negocio.,Content/img/pollo/malta-pollorina-plus-40.png,Content/img/bg-aves-postura.jpg,MVZ|PROD|DIST,5
59,7,Api-Aba Premium®,Línea de alimentos que mejora la rentabilidad de tu negocio.,Content/img/pollo/apiaba-caporina-premium-40.png,Content/img/bg-pollo-engorda.jpg,MVZ|PROD|DIST,2
60,7,Api-Aba Balance®,Línea de alimentos que cubre los requerimientos nutricionales en producciones de baja escala,Content/img/pollo/apiaba-pollo-oro-balance-40.png,Content/img/bg-pollo-engorda.jpg,MVZ|PROD|DIST,3
61,8,Gallo de Oro Cortador®,"El mejor alimento para aves de combate en la etapa de cuida. Innovación en su fórmula, ingredientes y proceso de elaboración que permiten al gallo mostrar al máximo todas su cualidades y potencial genético.",Content/img/gallos/gallo-de-oro-cortador-25.png,Content/img/bg-gallos.jpg,MVZ|PROD|DIST,1
62,2,Evialis® Súper Premium,"Evialis es la línea de productos con tecnología francesa de la mas alta calidad. Formulados para mejorar la eficiencia y producción de leche, han sido diseñados para explotaciones tecnificadas que cuentan con ganado de buena genética.",Content/img/rumiantes/evialis-40.png,Content/img/bg-ganado-carne.jpg,MVZ|PROD|DIST,1
63,17,Master Can®,Alimento nutritivo y balanceado para perros de todas las edades al mejor precio.,Content/img/perro/master-can-25.png,Content/img/bg-perros.jpg,MVZ|PROD|DIST,10
64,13,Bernaqua®,"Líder en la producción y comercialización de alimento para larvas de camarón con gran posicionamiento en Europa, ya esté disponible en México.",Content/img/acuacultura/bernaqua-logo.png,Content/img/bg-camarones.jpg,MVZ|PROD|DIST,2
65,15,Biofingerling®,Alimento recomendado para la fase de alevinaje. Se utiliza desde que las tilapias pesan de 0-50 g.,Content/img/acuacultura/bio-fingerling-10.png,Content/img/bg-tilapias.jpg,MVZ|PROD|DIST,2
66,12,Nutriconejos®,Línea de alimentos que cubre los requerimientos nutricionales de los conejos en producciones de baja escala.,Content/img/conejo/malta-nutriconejos-40.png,Content/img/bg-conejos.jpg,MVZ|PROD|DIST,3
67,0,Biofingerling®,Alimento recomendado para la fase de alevinaje. Se utiliza desde que las tilapias pesan de 0-5 g.,Content/img/acuacultura/bio-fingerling-10.png,Content/img/bg-tilapias.jpg,MVZ|PROD|DIST,2
68,2,Ababe Api-Aba®,Alimentos específicamente formulados para desarrollar sus recrías desde el primer día hasta el parto. Garantiza un rápido y seguro destete con excelentes ganancias de pesos y alto crecimiento.,Content/img/rumiantes/apiaba-ababe-premium-40.png,Content/img/bg-ganado-lechero.jpg,MVZ|PROD|DIST,4
69,3,Api-Aba®,"Desarrollada específicamente con el objetivo de mejorar la rentabilidad de tu negocio, garantiza el óptimo desempeño de la producción con programas de alimentación que promueven el máximo aprovechamiento del potencial genético de cada raza.",Content/img/rumiantes/apiaba-ovinos-ganador-40.png,Content/img/bg-borregos.jpg,MVZ|PROD|DIST,1
70,4,Api-Aba®,"Desarrollada específicamente con el objetivo de mejorar la rentabilidad de tu negocio, garantiza el óptimo desempeño de la producción con programas de alimentación que promueven el máximo aprovechamiento del potencial genético de cada raza.",Content/img/rumiantes/apiaba-caprinos-ganador-40.png,Content/img/bg-cabras.jpg,MVZ|PROD|DIST,1
71,11,Grano de Oro®,¡La mejor nutrición al mejor precio!,Content/img/caballo/grano-de-oro-40.png,Content/img/bg-caballos.jpg,MVZ|PROD|DIST,4
